id_p,palabra_p,emocion_p,tecla_correcta_p,thisN,thisTrialN,thisRepN,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.duration,id,imagen,emocion,tecla_correcta,key_resp_experimental.keys,key_resp_experimental.corr,key_resp_experimental.rt,key_resp_experimental.duration,loop_practica.thisRepN,loop_practica.thisTrialN,loop_practica.thisN,loop_practica.thisIndex,loop_experimental.thisRepN,loop_experimental.thisTrialN,loop_experimental.thisN,loop_experimental.thisIndex,thisRow.t,notes,piloting,instrucciones.started,instructioness_txt.started,key_resp.started,instrucciones.stopped,key_resp.keys,key_resp.rt,key_resp.duration,inicio_practica.started,inicio_fase_practica_txt.started,key_resp_2.started,inicio_practica.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,practica.started,fix_cross_practice.started,palabra_txt.started,key_resp_practice.started,fix_cross_practice.stopped,practica.stopped,loop_practica.key_resp_practice.keys,loop_practica.key_resp_practice.corr,loop_practica.key_resp_practice.rt,loop_practica.key_resp_practice.duration,feedback_practica.started,feedback_txt.started,feedback_txt.stopped,feedback_practica.stopped,fin_practica.started,fin_fase_practica_txt.started,key_resp_3.started,fin_practica.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,descanso.started,descanso_txt.started,descanso_txt.stopped,descanso.stopped,inicio_experimental.started,inicio_fase_experimental_txt.started,key_resp_4.started,inicio_experimental.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,experimental.started,fix_cross_experimental.started,imagen_experiemental.started,key_resp_experimental.started,fix_cross_experimental.stopped,experimental.stopped,loop_experimental.key_resp_experimental.keys,loop_experimental.key_resp_experimental.corr,loop_experimental.key_resp_experimental.rt,loop_experimental.key_resp_experimental.duration,ITI.started,iti_txt.started,iti_txt.stopped,ITI.stopped,fin_experimento.started,fin_experimento_txt.started,fin_experimento_txt.stopped,fin_experimento.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
2,ALEGRÍA,alegria,f,8,8,0,f,1,0.5820626999920933,None,,,,,,,,,0,8,8,1,,,,,21.6506980000122,,,,,,,,,,,,,,,,,21.645720500004245,21.6506980000122,22.144559799999115,22.144559799999115,22.144559799999115,22.730019700000412,f,1,0.5820626999920933,None,22.732021900010295,22.735761900010402,23.73042780000833,23.724230899999384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
7,IRA,ira,h,9,9,0,j,0,0.818267199996626,None,,,,,,,,,0,9,9,6,,,,,23.73042780000833,,,,,,,,,,,,,,,,,23.72653050000372,23.73042780000833,24.224402300009388,24.224402300009388,24.224402300009388,25.045980599999893,j,0,0.818267199996626,None,25.04774730000645,25.052092800004175,26.046622000008938,26.040497699999833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
5,TRISTEZA,tristeza,g,10,10,0,g,1,0.7526157999964198,None,,,,,,,,,0,10,10,4,,,,,26.046622000008938,,,,,,,,,,,,,,,,,26.043265700005577,26.046622000008938,26.540654100012034,26.540654100012034,26.540654100012034,27.30083820001164,g,1,0.7526157999964198,None,27.303549300006125,27.30608249999932,28.300268400009372,28.294247700003325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
8,IRA,ira,h,11,11,0,h,1,0.7667004999966593,None,,,,,,,,,0,11,11,7,,,,,28.300268400009372,,,,,,,,,,,,,,,,,28.29730260001088,28.300268400009372,28.79389440000523,28.79389440000523,28.79389440000523,29.566852200005087,h,1,0.7667004999966593,None,29.566915000003064,29.572895400007837,30.567713600001298,30.561676900004386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56183890000102,30.567713600001298,30.567713600001298,31.361993300000904,space,0.7914501000050223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.362043100001756,31.36770410000463,91.35756920000131,91.3512541000091,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3513210000092,91.35756920000131,91.35756920000131,100.10867110000981,space,8.745718999998644,None,,,,,,,,,,,,,,,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,0,0,0,,,,,21,media/happiness/happiness_01.png,alegria,f,f,1,0.5263226999959443,None,,,,,0,0,0,20,100.14391020000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.14066430000821,100.14391020000039,100.60300410000491,100.60300410000491,100.63771130000532,101.13307280000299,f,1,0.5263226999959443,None,101.13313130001188,101.13837700001022,101.64504780000425,101.62559770001099,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,1,1,0,,,,,33,media/sadness/sadness_03.png,tristeza,g,g,1,1.5296216999995522,None,,,,,0,1,1,32,101.64504780000425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.64325020000979,101.64504780000425,102.12554700000328,102.12554700000328,102.13925430001109,103.65685990000202,g,1,1.5296216999995522,None,103.6569174000033,103.66240980000293,104.17486230000213,104.15017610001087,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,2,2,0,,,,,40,media/sadness/sadness_10.png,tristeza,g,j,0,2.1313272999977926,None,,,,,0,2,2,39,104.17486230000213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.17248150000523,104.17486230000213,104.65257780000684,104.65257780000684,104.66644420000375,106.79076820000773,j,0,2.1313272999977926,None,106.79089139999996,106.79802690001088,107.30510550001054,107.28225020000536,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,3,3,0,,,,,15,media/fear/fear_05.png,miedo,j,j,1,1.9330366999929538,None,,,,,0,3,3,14,107.30510550001054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.3029944000009,107.30510550001054,107.78496980000637,107.78496980000637,107.79884540000057,109.72064630000386,j,1,1.9330366999929538,None,109.72072599999956,109.72630100000242,110.24016670000856,110.21293610001158,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,4,4,0,,,,,34,media/sadness/sadness_04.png,tristeza,g,g,1,1.3341139999974985,None,,,,,0,4,4,33,110.24016670000856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.23824050000985,110.24016670000856,110.715526400003,110.715526400003,110.7364716000011,112.05208750000747,g,1,1.3341139999974985,None,112.05215400000452,112.05789410001307,112.56443810000201,112.54586140000902,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,5,5,0,,,,,39,media/sadness/sadness_09.png,tristeza,g,g,1,0.6455239999922924,None,,,,,0,5,5,38,112.56443810000201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5625577000028,112.56443810000201,113.04468610000913,113.04468610000913,113.05866320000496,113.69597160001285,g,1,0.6455239999922924,None,113.69611180000356,113.70041230000788,114.21353850000014,114.18579270000919,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,6,6,0,,,,,2,media/anger/anger_02.png,ira,h,j,0,1.3214143000077456,None,,,,,0,6,6,1,114.21353850000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.21158920000016,114.21353850000014,114.68865200001164,114.68865200001164,114.7095541000017,116.0129059000028,j,0,1.3214143000077456,None,116.01300710000214,116.01722460000019,116.5232432000048,116.50487380000413,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,7,7,0,,,,,31,media/sadness/sadness_01.png,tristeza,g,j,0,2.8301864999957616,None,,,,,0,7,7,30,116.5232432000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.5214616000012,116.5232432000048,117.00335880000785,117.00335880000785,117.01714070000162,119.83746890000475,j,0,2.8301864999957616,None,119.8375922000123,119.84419350000098,120.37635220000811,120.32868400000734,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,8,8,0,,,,,3,media/anger/anger_03.png,ira,h,h,1,1.3049645999999484,None,,,,,0,8,8,2,120.37635220000811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.37382490000164,120.37635220000811,120.8284898000129,120.8284898000129,120.87026320000587,122.13778660001117,h,1,1.3049645999999484,None,122.13789080000424,122.1436354000034,122.65790150000248,122.63102800000343,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,9,9,0,,,,,10,media/anger/anger_10.png,ira,h,h,1,0.9271409999928437,None,,,,,0,9,9,9,122.65790150000248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.65590800000064,122.65790150000248,123.13312009999936,123.13312009999936,123.1539780000021,124.0677061000024,h,1,0.9271409999928437,None,124.06786070000089,124.07357370000682,124.58912070000952,124.56009880000784,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,10,10,0,,,,,35,media/sadness/sadness_05.png,tristeza,g,j,0,2.044486600003438,None,,,,,0,10,10,34,124.58912070000952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.58434140001191,124.58912070000952,125.06231090000074,125.06231090000074,125.08313189999899,127.10902660001011,j,0,2.044486600003438,None,127.10908590001054,127.11419140000362,127.61987840000074,127.60156120000465,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,11,11,0,,,,,24,media/happiness/happiness_04.png,alegria,f,f,1,1.0578396999917459,None,,,,,0,11,11,23,127.61987840000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.61820070000249,127.61987840000074,128.10003580000193,128.10003580000193,128.1139594000124,129.1652071999997,f,1,1.0578396999917459,None,129.1652630000026,129.1712755000044,129.68295440000657,129.65947959999903,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,12,12,0,,,,,22,media/happiness/happiness_02.png,alegria,f,f,1,0.5458731999970041,None,,,,,0,12,12,21,129.68295440000657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.6809307000076,129.68295440000657,130.1615526000096,130.1615526000096,130.17524810000032,130.7124007000093,f,1,0.5458731999970041,None,130.71246300000348,130.71789530001115,131.22407490000478,131.20531910000136,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,13,13,0,,,,,4,media/anger/anger_04.png,ira,h,h,1,1.6450065999961225,None,,,,,0,13,13,3,131.22407490000478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.2221819000115,131.22407490000478,131.70429030001105,131.70429030001105,131.71819900000992,133.35418410001148,h,1,1.6450065999961225,None,133.3543084000121,133.36007530000643,133.87297970001237,133.84696580001037,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,14,14,0,,,,,14,media/fear/fear_04.png,miedo,j,j,1,1.319229799992172,None,,,,,0,14,14,13,133.87297970001237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.87066500000947,133.87297970001237,134.35002270000405,134.35002270000405,134.36374160001287,135.67208380000375,j,1,1.319229799992172,None,135.67214030001196,135.67828480000026,136.19405990000814,136.16583770001307,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,15,15,0,,,,,19,media/fear/fear_09.png,miedo,j,g,0,1.202507299996796,None,,,,,0,15,15,18,136.19405990000814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.19203660001222,136.19405990000814,136.6615252000047,136.6615252000047,136.68921840000257,137.86695229999896,g,0,1.202507299996796,None,137.8670562000043,137.87168450000172,138.3786708000116,138.35918310000852,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,16,16,0,,,,,25,media/happiness/happiness_05.png,alegria,f,f,1,0.5858867000060854,None,,,,,0,16,16,24,138.3786708000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.37659559999884,138.3786708000116,138.85884650000662,138.85884650000662,138.8727504999988,139.4510997000034,f,1,0.5858867000060854,None,139.45115730000543,139.45701280000503,139.96758480000426,139.9447147000028,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
,,,,17,17,0,,,,,26,media/happiness/happiness_06.png,alegria,f,f,1,0.7124348999932408,None,,,,,0,17,17,25,139.96758480000426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.96604170001228,139.96758480000426,140.44015850000142,140.44015850000142,140.46111830000882,141.1577901000128,f,1,0.7124348999932408,None,141.15785120001237,141.1637725000037,141.6738733000093,141.6515189000056,,,,,001,001,2026-03-20_10h51.07.197,categorizacion_emocional,,2026.1.2,143.03696073777334,2026-03-20 10h51.07.575515 -0500,
